date,close
2024-11-06,1467.54
2024-11-07,1545.68
2024-11-08,1506.51
2024-11-11,1494.55
2024-11-12,1473.74
2024-11-13,1475.04
2024-11-14,1470.34
2024-11-15,1455.54
2024-11-18,1455.54
2024-11-19,1438.46
2024-11-20,1441.35
2024-11-21,1441.67
2024-11-22,1404.36
2024-11-25,1395.11
2024-11-26,1405.54
2024-11-27,1415.59
2024-11-28,1414.54
2024-11-29,1422.28
2024-12-02,1421.54
2024-12-03,1423.28
2024-12-04,1416.54
2024-12-05,1407.54
2024-12-06,1417.55
2024-12-09,1415.34
2024-12-10,1443.13
2024-12-11,1432.14
2024-12-12,1462.34
2024-12-13,1415.54
2024-12-16,1423.74
2024-12-17,1454.54
2024-12-18,1468.04
2024-12-19,1447.55
2024-12-20,1442.42
2024-12-23,1446.87
2024-12-24,1459.24
2024-12-25,1450.42
2024-12-26,1448.21
2024-12-27,1449.39
2024-12-30,1445.42
2024-12-31,1444.42
2025-01-02,1408.42
2025-01-03,1395.42
2025-01-06,1360.42
2025-01-07,1360.62
2025-01-08,1362.92
2025-01-09,1364.42
2025-01-10,1356.42
2025-01-13,1364.4
2025-01-14,1392.92
2025-01-15,1391.69
2025-01-16,1366.8
2025-01-17,1375.17
2025-01-20,1395.22
2025-01-21,1388.57
2025-01-22,1361.42
2025-01-23,1363.42
2025-01-24,1356.42
2025-01-27,1355.41
2025-02-05,1324.22
2025-02-06,1333.26
2025-02-07,1356.42
2025-02-10,1351.93
2025-02-11,1338.42
2025-02-12,1363.42
2025-02-13,1385.48
2025-02-14,1395.42
2025-02-17,1392.04
2025-02-18,1395.42
2025-02-19,1411.42
2025-02-20,1394.42
2025-02-21,1408.63
2025-02-24,1399.49
2025-02-25,1374.42
2025-02-26,1380.43
2025-02-27,1405.98
2025-02-28,1421.21
2025-03-03,1407.44
2025-03-04,1390.53
2025-03-05,1386.79
2025-03-06,1426.4
2025-03-07,1441.42
2025-03-10,1443.32
2025-03-11,1469.1
2025-03-12,1463.0
2025-03-13,1458.19
2025-03-14,1548.43
2025-03-17,1558.28
2025-03-18,1544.42
2025-03-19,1556.13
2025-03-20,1524.42
2025-03-21,1494.17
2025-03-24,1503.42
2025-03-25,1495.92
2025-03-26,1496.42
2025-03-27,1509.42
2025-03-28,1505.63
2025-03-31,1481.42
2025-04-01,1476.44
2025-04-02,1469.44
2025-04-03,1489.3
2025-04-07,1420.42
2025-04-08,1465.42
2025-04-09,1461.46
2025-04-10,1469.42
2025-04-11,1489.4
2025-04-14,1472.41
2025-04-15,1478.42
2025-04-16,1479.59
2025-04-17,1490.42
2025-04-18,1486.36
2025-04-21,1471.42
2025-04-22,1469.22
2025-04-23,1472.42
2025-04-24,1472.67
2025-04-25,1470.42
2025-04-28,1470.42
2025-04-29,1464.42
2025-04-30,1467.42
2025-05-06,1470.62
2025-05-07,1475.42
2025-05-08,1498.61
2025-05-09,1511.6
2025-05-12,1524.92
2025-05-13,1510.72
2025-05-14,1555.41
2025-05-15,1552.43
2025-05-16,1534.55
2025-05-19,1499.4
2025-05-20,1506.42
2025-05-21,1501.39
2025-05-22,1500.42
2025-05-23,1493.02
2025-05-26,1470.92
2025-05-27,1464.32
2025-05-28,1457.42
2025-05-29,1460.42
2025-05-30,1442.42
2025-06-03,1429.42
2025-06-04,1430.38
2025-06-05,1434.42
2025-06-06,1426.81
2025-06-09,1406.53
2025-06-10,1395.43
2025-06-11,1400.42
2025-06-12,1379.42
2025-06-13,1347.37
2025-06-16,1342.71
2025-06-17,1347.42
2025-06-18,1345.42
2025-06-19,1346.42
2025-06-20,1349.08
2025-06-23,1340.42
2025-06-24,1357.62
2025-06-25,1356.28
2025-06-26,1368.02
2025-06-27,1351.11
2025-06-30,1357.54
2025-07-01,1353.12
2025-07-02,1357.62
2025-07-03,1363.62
2025-07-04,1370.24
2025-07-07,1358.72
2025-07-08,1364.13
2025-07-09,1366.9
2025-07-10,1374.52
2025-07-11,1375.02
2025-07-14,1371.62
2025-07-15,1359.02
2025-07-16,1359.05
2025-07-17,1364.37
2025-07-18,1385.02
2025-07-21,1391.02
2025-07-22,1413.0
2025-07-23,1423.52
2025-07-24,1439.52
2025-07-25,1403.02
2025-07-28,1386.68
2025-07-29,1387.02
2025-07-30,1397.46
2025-07-31,1369.69
2025-08-01,1365.02
2025-08-04,1367.02
2025-08-05,1375.76
2025-08-06,1371.9
2025-08-07,1370.37
2025-08-08,1368.99
2025-08-11,1393.02
2025-08-12,1385.06
2025-08-13,1368.07
2025-08-14,1375.01
2025-08-15,1370.1
2025-08-18,1376.52
2025-08-19,1386.02
2025-08-20,1398.02
2025-08-21,1396.27
2025-08-22,1411.97
2025-08-25,1438.35
2025-08-26,1429.63
2025-08-27,1396.02
2025-08-28,1394.12
2025-08-29,1428.02
2025-09-01,1424.12
2025-09-02,1439.32
2025-09-03,1428.57
2025-09-04,1420.68
2025-09-05,1431.02
2025-09-08,1449.25
2025-09-09,1453.02
2025-09-10,1470.03
2025-09-11,1471.52
2025-09-12,1464.02
2025-09-15,1463.12
2025-09-16,1448.0
2025-09-17,1441.02
2025-09-18,1415.98
2025-09-19,1415.99
2025-09-22,1401.37
2025-09-23,1395.44
2025-09-24,1390.02
2025-09-25,1387.02
2025-09-26,1383.02
2025-09-29,1408.88
2025-09-30,1392.01
2025-10-09,1384.8
2025-10-10,1378.02
2025-10-13,1367.22
2025-10-14,1399.04
2025-10-15,1410.02
2025-10-16,1432.93
2025-10-17,1403.02
2025-10-20,1405.95
2025-10-21,1410.28
2025-10-22,1406.72
2025-10-23,1416.0
2025-10-24,1398.02
2025-10-27,1388.43
2025-10-28,1393.02
2025-10-29,1379.92
2025-10-30,1374.76
2025-10-31,1378.03
2025-11-03,1383.02
2025-11-04,1377.02
2025-11-05,1368.1
2025-11-06,1383.15
2025-11-07,1381.35
2025-11-10,1410.32
2025-11-11,1407.01
2025-11-12,1413.17
2025-11-13,1418.4
2025-11-14,1404.62
2025-11-17,1419.02
2025-11-18,1424.02
2025-11-19,1419.03
2025-11-20,1415.13
2025-11-21,1414.62
2025-11-24,1400.02
2025-11-25,1392.67
2025-11-26,1397.17
2025-11-27,1395.32
2025-11-28,1398.52
2025-12-01,1396.02
2025-12-02,1384.05
2025-12-03,1377.12
2025-12-04,1372.0
2025-12-05,1378.03
2025-12-08,1366.24
2025-12-09,1349.03
2025-12-10,1350.82
2025-12-11,1360.01
2025-12-12,1368.67
2025-12-15,1374.02
2025-12-16,1370.02
2025-12-17,1381.12
2025-12-18,1379.02
2025-12-19,1381.98
2025-12-22,1380.24
2025-12-23,1379.84
2025-12-24,1372.88
2025-12-25,1386.15
2025-12-26,1386.11
2025-12-29,1373.98
2025-12-30,1361.7
2025-12-31,1349.16
2026-01-05,1397.98
2026-01-06,1399.99
2026-01-07,1395.34
2026-01-08,1384.28
2026-01-09,1391.08
2026-01-12,1395.21
2026-01-13,1382.98
2026-01-14,1369.99
2026-01-15,1360.87
2026-01-16,1353.98
2026-01-19,1347.98
2026-01-20,1345.53
2026-01-21,1323.04
2026-01-22,1312.04
2026-01-23,1308.98
2026-01-26,1313.98
2026-01-27,1314.99
2026-01-28,1295.67
2026-01-29,1409.7
2026-01-30,1372.98
2026-02-02,1398.98
2026-02-03,1446.9
2026-02-04,1496.98
2026-02-05,1526.98
2026-02-06,1486.99
2026-02-09,1496.94
2026-02-10,1476.78
2026-02-11,1476.31
2026-02-12,1458.58
2026-02-13,1457.28
2026-02-24,1438.78
2026-02-25,1463.64
2026-02-26,1438.19
2026-02-27,1427.0
2026-03-02,1412.09
2026-03-03,1398.17
2026-03-04,1373.16
2026-03-05,1371.02
2026-03-06,1373.98
2026-03-09,1368.98
2026-03-10,1373.86
2026-03-11,1371.98
2026-03-12,1363.98
2026-03-13,1385.62
2026-03-16,1432.16
2026-03-17,1456.98
2026-03-18,1440.78
2026-03-19,1424.85
2026-03-20,1416.98
2026-03-23,1380.05
2026-03-24,1379.31
2026-03-25,1382.25
2026-03-26,1373.16
2026-03-27,1388.0
2026-03-30,1391.98
2026-03-31,1421.98
2026-04-01,1431.42
2026-04-02,1431.86
2026-04-03,1431.98
2026-04-07,1412.0
2026-04-08,1437.0
2026-04-09,1432.47
2026-04-10,1425.94
2026-04-13,1415.29
2026-04-14,1418.88
2026-04-15,1439.48
2026-04-16,1434.82
2026-04-17,1379.22
2026-04-20,1382.87
2026-04-21,1383.99
2026-04-22,1381.48
2026-04-23,1390.98
2026-04-24,1430.47
2026-04-27,1375.18
2026-04-28,1376.98
2026-04-29,1373.15
2026-04-30,1356.77
2026-05-06,1346.98
2026-05-07,1343.03
2026-05-08,1344.97
2026-05-11,1333.31
2026-05-12,1326.53
2026-05-13,1316.07
2026-05-14,1314.15
2026-05-15,1304.93
2026-05-18,1294.98
2026-05-19,1296.28
2026-05-20,1286.98
2026-05-21,1282.98
2026-05-22,1262.18
2026-05-25,1257.86
2026-05-26,1245.36
2026-05-27,1274.98
2026-05-28,1247.96
2026-05-29,1297.98
2026-06-01,1281.58
2026-06-02,1279.2
2026-06-03,1253.89
2026-06-04,1239.98
2026-06-05,1244.84
2026-06-08,1234.96
2026-06-09,1227.98
2026-06-10,1247.86
2026-06-11,1250.98
2026-06-12,1263.89
2026-06-15,1243.08
2026-06-16,1227.65
2026-06-17,1211.98
2026-06-18,1186.98
2026-06-22,1213.39
2026-06-23,1194.43
2026-06-24,1179.66
2026-06-25,1184.08
2026-06-26,1168.63
2026-06-29,1194.96
2026-06-30,1185.49
2026-07-01,1193.01
2026-07-02,1203.0
2026-07-03,1194.45
2026-07-06,1206.91
2026-07-07,1188.8
2026-07-08,1199.3
2026-07-09,1182.19
2026-07-10,1204.98
2026-07-13,1210.99
2026-07-14,1214.88
2026-07-15,1251.06
2026-07-16,1258.99
2026-07-17,1253.0
2026-07-20,1327.5
2026-07-21,1308.0
2026-07-22,1305.0
2026-07-23,1292.01
2026-07-24,1297.41
2026-07-27,1289.5
2026-07-28,1320.0
2026-07-29,1321.0
2026-07-30,1361.76
2026-07-31,1350.6
2026-08-03,1358.98
2026-08-04,1328.36
2026-08-05,1306.45
2026-08-06,1308.55
2026-08-07,1309.22
